time,hazard,n_censor,n_event,group
8412,0.117095705820032,1,0,Q3
8443,0.117095705820032,1,0,Q3
8508,0.117095705820032,1,0,Q3
8526,0.117095705820032,1,0,Q3
8530,0.117095705820032,1,0,Q3
8537,0.117095705820032,1,0,Q3
8557,0.117095705820032,1,0,Q3
8558,0.118839385424859,0,1,Q3
8600,0.118839385424859,1,0,Q3
8607,0.118839385424859,1,0,Q3
8617,0.118839385424859,1,0,Q3
8635,0.120595312127124,0,1,Q3
8640,0.120595312127124,1,0,Q3
8646,0.122357427120523,0,1,Q3
8660,0.124122652645092,0,1,Q3
8695,0.124122652645092,1,0,Q3
8710,0.124122652645092,1,0,Q3
8713,0.124122652645092,1,0,Q3
8764,0.124122652645092,1,0,Q3
